id,text,label,sentiment
14412,_Cullen oh really!!! i`ve already put all the pics up!! sorry!!   http://twitpic.com/61oj0,0,negative
9064," nuuuuu, i totally love may, it`s the best for me cos i was born in may",2,positive
8023,had a great night with friends,2,positive
8686,"Up and around a little earlier than I wanted to be (phone rang 5:30 AM).  Exercise is a good way to start the day, right?",2,positive
16426,listening to AM- teddy picker  She saw it and she grabbed it and it wasn`t what it seemed,0,negative
2540," Sorry, that was a bit negative!",0,negative
7816,"Exactly what i was looking for, a way to set up and visualize my weekly routine",2,positive
2159,"Lately, doesn't sync between web app and Android reminders well. Still a nice app, but that is an inconvenience.",1,neutral
7514," hahaha, yes, our discussions always seem to jump around randomly",1,neutral
2043, I work for Disney...not all it`s cracked up ta be.,0,negative
5554,Helpful.. helped me to stay on top of things. As a mom with school. This app makes stay on top,2,positive
15280,I am trying to figure out how to use Twitter,2,positive
11264," In France it was last Friday and also the coming one, we are working",1,neutral
2651," you don`t even care about there, their, and they`re.",1,neutral
6533,Should have an option to add reminders. it only displays events,0,negative
12376,I never thought falling in love can cause so much pain...  good thing that I`m so over that phase!,1,neutral
1794,Just snuck out my window.. Now im laying on my roof looking at the stars. Its a nice night out tonight.,2,positive
11626,Good! luck you! I want new shoes  Ly x,2,positive
2800,"Decent app. Works like intended but does have bugs for the extra ""game"" part of it. constantly have to close and reopen the app because the loading bar never really loads, or white screens. Another thing is I dont think we should be paying 3 gems to change our class. I accidently chose a class when I upgraded enough, and I thought I was fine as the bottom said you can change a class later, except it didnt say we needed 3 gems to do it. I dont usually get that many gems unless i buy them.",1,neutral
1568,"_Kaufer You cant argue w/them, as they actually have zero things to complain about so they make stuff up",2,positive
22036,French isn`t meant to be taught to asians,1,neutral
8052,"Dear developers, thank you for deleting all my reminders after updating the app! It was not pleasant at all, believe me!",0,negative
10986,Bran!! Watch my video!!!!! please dont make me go stalker status 2nite  http://bit.ly/3Ysav,1,neutral
4712,great habit tracking app and you get plenty without premium. I like the premium widgets quite a bit and the extra habits. Would be better if it had the option to flag a habit as skipped rather than fail without breaking the chain for when you can't do it. E.g. In bed early when you have to stay back late at work.,2,positive
14579,"Jesus...I`m being SLAMMED via DM`s from the Papaya lobbyists.  OK. Holy ****: Mangosteen, Durian or Papaya...or cybersecurity on a stick.",0,negative
2155,Love this app! Keeps me organized and productive. Only thing I'm bummed about is I can override the locking feature. Even sent an email about it.,1,neutral
9674,The reason why I can`t find the latest Arena magazine is because it has folded due to the recession. Grrrrr. GQ/FHM survive? No justice.,0,negative
24186," Heehee, how did you know who I was talking about?",1,neutral
2664,"Very nice and interesting concept but completely useless because you flipping need wifi to update your checklist?! Furthermore even if my parents didn't control my wifi and I had full access, there should be a way to see all your tasks etc at a glance without having to scroll so much. Also what's the point if you can just go in the settings and set the amount of money you want? And a bunch of my friends joined habitica only to leave because it takes up too much time, and it's not fun enough.",0,negative
14453, My friend and I have a request that you play Nothing Sir when you hit Perth on Tues. From Jazz and Charni,1,neutral
2967, Chabibi. It`s a long running joke. I don`t give a flying **** if anyone follows me at all!,1,neutral
17428,Bank Holiday Brunch.  With all the fixin`s.  Absolutely fantastic,2,positive
2450," I don`t feel too bad, but not sure to what I should attribute that. Could be cold & flu meds; nap; alcohol; or getting better...",1,neutral
8914,"Using Google Pixel 2 and paid for full version...sometimes the day on the calendar doesn't update. I dont want to have to restart my phone everday. A workaround would be to press the refresh button on the calendar, but i dont like having to do that every day.",0,negative
21005,i have had the worst headache ever in the history of worst headaches today!  man i hate those!,0,negative
2058,"good app ,but some feature are to be updated still like, it should actually calculate the petcentage of work done by us on each task and should be more attractive i think so",1,neutral
12710,i have a sunburn line on my back from the tag sticking out of my tank top all day..... ugh. i need aloe vera!! went to the park again,1,neutral
18391, omg!! I`m tweeting sooo late sorry I miss u 2 good times ...NO I didn`t marry him still great friends,1,neutral
25668,I have ants in my apartment,1,neutral
88,Hi. App states its free. Yet there is a charge after 7 days. Dont mislead people,0,negative
1672, I need to do some more post but I don`t have time on this tour  ........... Apologies to all my supporters.,0,negative
1412,  Thank you!,2,positive
2546,Now have an unpleasant talk w/n-laws 2 look 4ward 2....,0,negative
17411," Milk, Gran Torino, Bolt, Bride Wars, New In Town (yeah I got through a few...) **** I love longhaul",2,positive
18988, you own a didgeridoo?!?!,1,neutral
24284," Ahh man, and im off NEXT weekend",1,neutral
6956," you certainly can, and good morning to you",1,neutral
9149,i will be without an assistant for the next week,1,neutral
18659, go and see my puppy! I don`t want to be there alone,0,negative
4036,"I actually use this app for practicing flute and it helps so much. I have tried using normal timers but i usually end up and just pause it saying ill come back later and never do it but with this i can set a timer and it keeps me off my other phone apps and keeps me seated since i cant really pause the timer. And its also really nice to see my progress throughout the week for practicing with all the trees that ive planted. Overall really nice app, i highly recommend it!!!",2,positive
13040,"How come it`s so cold now?! A few days ago it was wicked nice out, now I feel like I need my winter coat back.",1,neutral
7825,Watching Ryann!!  Gonna be a grand day!!!,2,positive
3283,"Best among productivity.... I am going to buy full version soon..... But it worked for 2 days and then it crashes on opening. Sent two mail to your team regarding this but haven't received any update I have tried everything whether on internet or on your Twitter response. I am planning to purchase this app, but it's not doing well I reinstalled almost 3 times but same worked for 1 day and again same problem. Model no: CPH1859 Phone: OPPO Realme 1",0,negative
19078, Have fun amorsote even tho u forgot my bday,2,positive
361,Got people don`t let me skip sci pratical becos skola is impt and dont waste my parents money.  Nt fair.,0,negative
26540," Sorry to hear that.  If I didn`t already so much planned this weekend, I`d have considered going too.",0,negative
10553,"Safeway with Marvin, Janelle, and Auntie Lhu",1,neutral
11899, Just read up on your Mom   Hope she`s okay!!,2,positive
11069," Nerves I think, Im not sure",1,neutral
3588, Wahey! Fancy meeting you here  Thanks for the tweet and great to be twittered together,2,positive
4742,Easy to use.,2,positive
1937,"Gettin some fuel, too bad no one is reading this!",0,negative
549,"Time to watch OP, then some Dead Like Me, then sleep.",1,neutral
1974,I also have to make space on my computer for the game. I don`t meet the minimum requirements for Sims 3 at the moment,1,neutral
24325,"honestly, why did the folks at Microsoft do MS Word 2007 to me?  I can`t believe I just spent 10 minutes finding auto correct options",1,neutral
1730,Oooh the hangover,0,negative
22243, lol ! You take David lah ! I want Danny  not tom !,1,neutral
5942,"Appears to work the same as Wunderlist, and imports your lists, but if several people share a list, you can't share it anymore.",1,neutral
12283, I dunno...I thought I was funny,0,negative
5915,Happy Mother`s Day mommy and grandma haha  ily,2,positive
26953, He was my reason for even going too haha.  Shaun of the Dead was too epic haha,2,positive
1827,AHHHHHHHH!I can`t get miley to notice me......,0,negative
10465,dont get to see my boys tomorroww.im sad,0,negative
17735,feeling sick. headache. bored. tireddd,0,negative
4645, he already got a shot at having his own show and didn`t prove himself,1,neutral
27361, too late!  already finished the chapter and posted it!,1,neutral
4678," hey hunny bunny, what`s a weekend? is that like a day off or something?",1,neutral
1195, very nice...i cleared my head,2,positive
24516, Can`t wait to see you on December in Switzerland for a third rendez-vous  Great show ! You are just amazing  ... Enjoy in OZ,2,positive
4262,"Paid premium, it doesn't sync at all. Costumer service unresponsive for a long time. Don't spend money on Premium, this app is dead, the last update was in 2018",0,negative
2903,"To-Dos should be named to QUEST, don't feel like im playing a game with a 
boring to do list, its very depressing... Now a quest i think it fits 
better the description. Also why does this app doesn't have any financial 
options to help me keep track of bills, debt!!",1,neutral
17317," http://twitpic.com/5rylt - ur so lucky! there, the stage its so close of theem! here not  i think we`re dangerous (?",1,neutral
24293, i know... I don`t want to be left in our home by myself during the weekend...,0,negative
5550,If you're really serious with creating and tracking new habits within your life then this app will be very good for you...,2,positive
5652,OMGSH IM BEING FOLLOWED BY >>PARAMORE<< :O,2,positive
3712,No Doubt This is a Great App but it is now causing errors. App Crashes all the time when i completed my first session of Study. Now I am Facing very much Problem.Kindly work on this issue,1,neutral
15220, we tried to DM you but your not following us,0,negative
20060,_44 Thanks!! It was a bit out of my comfort zone but it was fun,1,neutral
20949,eating my tito`s home made ice cream  yum!,2,positive
2942," woop rehearsing songs  Yep, sounds even enough to me",2,positive
26054,"ohhhh, how sad...I didnï¿½t get it!",0,negative
345,Is getting ready for work... Working all weekend,1,neutral
5229,It's very good. It helps me more about my difficulties in habits tracking. I found it best of all,2,positive
2078,I like it. Paying month after month for premium features isn't for me though.,1,neutral
4392,"The *only* part of this app that doesn't impress me is the widgets, everything else is beautiful! Good visual layouts, simple quick tracking, but enough features to be flexible for different needs. UPDATE 12/30/2019: The app no longer syncs and does not import data. I've got a handy cvs export with 3,000+ lines of habit data, thank goodness, but can no longer reccomend the app if it requires manual input to restore data.",0,negative
1934, Aren`t we though? lol He`s at work now and I miss him  blah Wut cha up to?,0,negative
5100,"I am liking it, the subscription model is a bit steep and harsh, especially for the full buy out at 50+ dollars. A suggestion, I'd like to see two categories under the ""Skills"", one that says ""Increasing"" and one that says ""Decreasing"". I am trying to set up a ""Daily Grind"" negative skill that decreases ""Will Power"" and ""Motivation"", while increasing ""Submission"" and ""Routine"". I've noticed the Dev team is really good at responding, so I am hopeful for a response. Thanks!",2,positive
10312," just the mere fact that you twittered and someone read it, then it matters p.s. love your song Gravity",2,positive
17243, we will support you,2,positive
3250, Oh dear... that`s just... disturbing.   The coffee connoisseur in me just died a little.,0,negative
20920,_d Zwarte maillot,1,neutral
2041,"thought id tanned after an hour in the sun, i was wrong....i`ve just burnt",0,negative
2546,Requires being online to use. Which is a shame because it looks like a fun way to get motivated. Would use if it didn't require constant network or wifi connection (I live and work in rural areas) . Had to uninstall due to inability to use throughout the day.,0,negative
9948,"I went a got the full subscription and I really like it so far, but I wish you could download it for your PC as well.",2,positive
13174,"hello new maccy, welcome to your new home",1,neutral
1303," Inorite, humid as well",1,neutral
2834,Habit widgets stopped working. After a day they just go blank and don't ever come back. The widgets where my favorite part of this app so that's too bad :(,1,neutral
18930,Hey where my left ****? She never respond bacc..,0,negative
4665," SAME. its just not happening, and im going out too!. UH-OH.",0,negative
2195, Haha...ooh it was gorgeous wasn`****!! And a whole weekend more to follow!! Ouch...i had blisters from my shoes yesterday,1,neutral
8290,better go and put my clothes on guys.. even if P.J`s are warm and moveable,1,neutral
3746,Yukky  Rainy Friday,0,negative
8727,"Used the free version for years, no issues, didn't need the pro features. Then they started putting in ads - not the kind that pop up along the bottom but ones that completely hijack the screen while you're trying to work. Worst bait-and-switch I've ever seen.",0,negative
23679,that `preview` of a trailer for new moon was a joke...14 seconds. still watched it tho. twice. lol figured i missed something! still sick,0,negative
14286,My dad is trying to force me to learn to drive. I don`t like doing things I`m not good at in public,0,negative
7688," still no class loaders, or even custom assembly loaders",0,negative
8582,_cunning I gotta go to my cousin`s grad party,2,positive
20052," cool, your too good to me you know",2,positive
23872,wtf at facebook spam saying that my DAD is my secret admirer,0,negative
26587,"City Dippin iz u fun, so much eye candy out here...I remember y I miss  LOL",2,positive
19454, It`s NOT good.  1 of our directors said we could go home and the other said back to work  boo! It was good while it lasted.,1,neutral
2915,has made a decision and will stick to it although I`m really not sure it`s the right one,0,negative
13431,Booo. Finally I could get back on here. My Internet went out,1,neutral
19649,"Im going in now, it looks like the sun has gone",1,neutral
1268," ooh, work im afarid  looking forward to a sunny weekeknd tho!!!",0,negative
2501,Almost time to say Good Bye to my twimulations. I`ll miss my tweeps,0,negative
6291, i`ll go to the movies with you,1,neutral
10545, lannen fall?    we have a new EP coming out shortly.  I want you dudes to hear it!,1,neutral
4356,none of the notifications work. other people in the forums teport similar problems bht no fix. the app is nice but it isnt nearly as functional without notifications,0,negative
11912,  ah you say the nicest things,2,positive
25055,"Oh yeah, MY LAPTOP IS FIXED. Shame my internet is still **** and slow.",1,neutral
21154,"In math class now, about to shoot myself because its so boring.",0,negative
22088,_II I have no choice  have to get on it!,1,neutral
12374,"if you have 75 cents, U can buy a share of GM stock.  Probably 50 cents tomorrow.",1,neutral
3358, I didn`t even get a chance to shop @ Aldi!,1,neutral
7785, Think of the prize at the end. So sorry to hear that though.,0,negative
24909, That is the 3rd NKOTB contest that Canadians can`t enter   The overseas fans have theirs now!  It`s bound to be our turn!,1,neutral
8839,Cant put in anything in app,0,negative
3486,"I`m so unhappy being here. I hate it. It`s affecting everything. My relationships with people, my personality, my attitude...",0,negative
22172,shoutout to all the beautiful moms out there that these niggas dont appreciate! some one cares Happy Mothers Day!,1,neutral
27039,"feeling bad for Daisy, she cries in every episode       i watch waaaaay too much tv",0,negative
7249,omgeee that hurt like helll. finally got it back in. can`t close it put the ball back in,0,negative
20041,I got me a little too much sun today,0,negative
27456,i wanna leave work already! Not feelin it 2day,0,negative
17698,Ive got the greatest boyfriend in the world. I love him so so much.,2,positive
10861,"I`m a giver, and life rewards the takers.  We givers make takers possible, but we get no appreciation for what we do--we just get taken.",0,negative
5460,Just ordered an ASUS Eee PC.,1,neutral
21501,  ok Cristal we gonna tweet talk again when its not so late...just follow sweetie....tweethug 4 ya,2,positive
4680, glad to hear it`s good bank holiday weather down there to,2,positive
11499,"_Griffin I spent yesterday nursing one of those, only replace Vodka with wine, and Japanese with posh dinner!",1,neutral
2983,"Right I now need breakfast. Let`s see if I can make it while Tweeting ;-) What am I thinking, I`m a bloke, multitasking is out lol",1,neutral
3660,The app keeps crashing and I lost all the progress after reinstalling it (I have the paid version),1,neutral
25455, Europe sounds gr8! Will finish my exam on Teus and then we`ll  talk about it,2,positive
9330,just doesn`t understand why this thing wont save my photos  Defo uggo! lol,1,neutral
15767," not  you, me, just drank too much.",0,negative
17775," im sure  s`okay, ill save my $$ and before u know it weiss will be mine.",1,neutral
4376," LOL...oh, man, can I un-twit something? haha! I mean my lean mean fighting machine. I sooo can`t believe you called me out!",1,neutral
5579,Second day of usuing. Above my spectation,2,positive
21890,happy mothers day!!,2,positive
24893,Have just bought a TV tuner for my laptop.  He he.  I deserve a present,2,positive
4330," my hubby`s a vet, so we `get` that animals are like children!! all the best! hope ur biz is going well",2,positive
2442,Too good.,2,positive
11296," hilarious. so if she acts up, all you have to do is say 1 little word...'gummed up' grosses me out; hub says it 2 torment",2,positive
25127,"_juneau I did, until my parents got all f`d up and I started comfort-eating",0,negative
10131,Reading my kindle2...  Love it... Lee childs is good read.,2,positive
10630, I know exactly what you mean. My treats are more `awhile` than `once in`,1,neutral
298,Reminder feature is not working 🥱,0,negative
96,i just watched Marley & Me...i cried so hard!,0,negative
9769,Can't make calls from the app by clicking on the phone number like Google calendar,1,neutral
1154,"Completed subtasks are now forced below uncompleted ones and hidden by default. I thought that was a bug regression, but apparently it's by design. Subscription cancelled (for now?).",0,negative
13469,aww my son gave me a purple g shock for mother`s day,2,positive
2094,I would really appreciate if dev focus on improving existing features like natural dates and time rather than adding new features.,1,neutral
13618, morning  hope u r well.. i`m off to bed soon!,2,positive
388, Thanks for the warm welcome! We didn`t make plans   because our arrival time was so up in the air.,2,positive
25913,http://twitpic.com/67x7n - MISS THEM ALREADY,0,negative
16242,Working.  I can`t wait till 4:30. Funeral on monday.,0,negative
498,"I really wanted to like this app, but location based services doesn't work. Im giving this 3 stars still because technical support was very responsive and is giving me a full refund.",1,neutral
17135,Recovering from an Italian cruise in the Mediterenean,1,neutral
4450,_carter The video is `private I cant see it,1,neutral
137," Congrats!  I cuss like that in a matter of minutes, But didn`t know until now there is a reward for it.",1,neutral
1344,In Kelantan! Good to be (sort of) home! :pI`m guilt stricken after having that turtle egg.  Really. Won`t do it again. Really.,1,neutral
19827, No kidding there! Ugh ... One thing I know for sure - it won`t be me showing the property this weekend,0,negative
8428,"The app looks and feels good, but it just doesn't work for me. I wanted this app mainly for the widget but it is almost useless. When you cross of an item it doesn't show up in the widget and when you edit the list in app, it doesn't update on the widget. According to the dev it's Xiaomi's fault, which I think is a possibility so be aware of this when you download it.",2,positive
8018,I`m at the anime store iat rivercenter going crazy at all the Pokemon stuff. I wish I had money,1,neutral
1640,"Wow, Hugh Jackman TOTALLY bulked up for Wolverine. So so movie...but helloooo nurse! He`s dreeaamy  Yup, my crushed spirit is on the mend.",1,neutral
5517, So true Donna  Wish you a joyfull sunday ~Siddy,2,positive
4143," Need a tickettttt  Gah. Ya you`ve got me on there, reason346.. Haven`t listened to dear Elliott for a few weeks...overdue..",0,negative
12892,I received some excellent birthday presents!  Party was the usual success.,2,positive
27334,_3girls LOUISE !! You r not adopted - ballet it is. You`ll love it and then the cocktails after even more!,2,positive
8210,"Dates and times? No such thing here Sure you can colorcode and organize and 
sort your tasks to death, but strangely enough there's no changing when a 
reminder will go off, no setting when a task is due (perhaps if you used 
this for work or a meeting), or not even the ability to set a due date for 
a task. It can be put in the details, but when time is of the essence 
you're better off using a better task app",0,negative
2619,stayed home from school today   doctors sooooon.,1,neutral
7293,there was a mix up with my dentist appt this afternoon. so they rescheduled me for tomorrow @ 9am.,1,neutral
18342,Lets get rich and give everyone nice sweaters and teach them how to dance...,2,positive
8987," I`m definitely make-up challenged. So, curling lashes and `tined` moisturiser? Does this tip come with a glossary?",1,neutral
19513," oh, joy. We have the Elmo potty video too.",2,positive
18358, my sentiments exactly,1,neutral
1886,has a saw thumb from playing Virtua Tennis...,1,neutral
2245,"Nice app, use it almost everyday. I wish you had the option to rollover the unfinished tasks for the next day",2,positive
17607, thanks well impressed it`s much better than my last one ! must b the clean living + Gluten free lactose free food,2,positive
1277," http://twitpic.com/4vuuy - thats the most colorful thing ive seen all day,wow.",2,positive
8740,The link provided is the same robot answer I received by email. I still cannot download the the pro version I bought as it was removed from the market. If you remove it from the market then obvisouly no one can download it. And if it is not removed. Provide the download link. Else do not tell your customers that it is a perpetual license. Did you ever hear about short links??,0,negative
1423, hey I didn`t get the email yet,1,neutral
13832,i havent gotten any prank calls making me laugh in so long.,1,neutral
6282,Please add two options : 1- tag or label in task and list 2- password to enter application Thanks for free,2,positive
819,  well hit me and we can see...it depends then,1,neutral
46,egh blah and boooooooooooo i dunno wanna go to work  HANGOVERS SUCKKKKKK Im a drunk mess!,0,negative
7327,"This app is really very good, but notifications aren't working. I tried everything it told me to do but it's still not working.",0,negative
19214,"http://twitpic.com/4wsjr - Leisure Bay beach  (I see the pic. wasn`t uploaded last time, grrr!)",1,neutral
25042, Why aren`t you at blue martini with me??,1,neutral
8867," No, but Geek Minds Think Alike.",1,neutral
7217,"Cant even get past the first screen. I get a notice that my phone is blocking the app, but there are no instructions in the troubleshooting for my pixel, I've looked all over my settings, there's nothing I can find to change to ""allow"" this app to do something. Frankly I'm dubious that this app somehow needs some extreme level of permissions that no other ever has, especially as it hasnt told me why.",0,negative
17811,welcome to the family new pillow  im going to lay my head on you tonight!!!,2,positive
8243,As I am a regular user of this app...This app needs some update like the calendar based listing method. People will go to date and list the task...Another problem is so many color for list. It's annoying... Who don't like colors they can select one color for every task list... That is all...🙂🙂🙂,1,neutral
20020, Aaaaw no!  Are the windows open and that?,0,negative
603,I love when ryans a housewife. Makes me smile.,2,positive
32,"There is a faux gothy chick looking at me, sorry I am not going to camden and I like pop-punk and jimmy eat world",1,neutral
7102, oh oh oh are you offering to send ducks!  I love love love confit duck,2,positive
5393,where`s my new ,1,neutral
26056," - my son plays pitcher and catcher.  Beautiful weather this past weekend for baseball, but I am exhausted!",2,positive
23162, such a dissapointment  hhaha,0,negative
1065,DotA is an addiction...i waste 6-7 hours playing dota,0,negative
2664,"wearing a pair of trousers that were loose last year, tight this year",0,negative
9836,"app has kept organization relatively simple the past several weeks.. i have no prob giving this 5☆, except having issue on my tablet viewing monthly calendar (off-center).. i find myself going back & forth btwn tablet & phone.. if this is a settings issue that can be resolved, pls advise.. overall, i think the app could help many out there..",1,neutral
16993, say it isn`t so!,1,neutral
10152," Kewl, I only got my iPhone and gotta hope it lasts all weekend  Only got a shuffle, might bring that anyways... See ya 8am!",2,positive
21933,I wish my roommates were coming home soon  maybe i should take a nap to waste time,2,positive
1610,"I`m very upset right now, like I can`t even formulate a complete thought....",0,negative
222,Bad day  The day you realize what mess you`ve put me through will be one of the happiest days of my life...,1,neutral
23566,"Beer, Smoki and Lucky Strike...good times, good times   At work...drawing stuff",2,positive
12573, have a lok at EF too! they are jummy,2,positive
16826,  Lettuce & spinach does best in cool weather.. I live in florida..not much luck growing those..,1,neutral
1944,How did Day 26 go from a good budget video (imma put it on her) to such a low budget video (Stadium Music) The end may be near for them,0,negative
15268,ouch... head hurts,0,negative
4989,says just passed by to say hi  busy with movie task from school =. = http://plurk.com/p/rozcz,1,neutral
2908," saw a whole lot of your stuff at Africa Joy Casterbridge Farm, White River in Mpumalanga.was quite thrilled to see ur stuff",2,positive
25397,Soooooooooo glad to learn that Farrells ice cream parlor is staging a comeback in So. Cal -- too bad it`s in the Mission Viejo mall,1,neutral
9992,endless streams of tea~~~~... it`s a holiday day here... how do I know? it`s raining,1,neutral
397,I hate the dentist,0,negative
15336,And other girls come over... And my boyfriend forgets that I`m here,0,negative
2129,"Bad day, just got worse...",0,negative
7308,em app ra bai ardham ai sasthaledhu,0,negative
25751, I`m praying for you and your family beav! I`m so sorry for your loss,0,negative
23662, awww!  We can do that and then go to Chick Fila,1,neutral
6567,Hmmm.... My whole body feels sore!,0,negative
13484, College cops: they get suspicious when they see more than one person in a group together.,1,neutral
6484,"uft im tutoring the lil sis  shes so cute, even though shes an eighth grader :p",2,positive
241,"Frustrated that all the useful features are only for premium. not complaining that they are set up that way, but that they dont let you know until you are set up. Also its calendar wont work unless you import an external calendar? defeats the purpose of having a separate calendar. without premium its identical to a hundred other free apps.",0,negative
3504,"  it was just true  and you do cause me to having dirty thoughts lol well also some other dude, huh? ;) xoxo",0,negative
10622,"So, no yarn arriving until Monday and I don`t even know what`s in this shipment.  I have nothing to dye.    Now what?",0,negative
22535,WELL i do not think i am getting a call anytime soon. PAINTING MY NAILS!,1,neutral
2905,"The application consistantly tells me I have no internet connection, and 
has become a pain to use. I know I have internet, it is slow, but present. 
The application would be much more useful if it could keep track and update 
your progress when it feels the connection is stable enough.",1,neutral
4936,But I have cause I missed a lot of classes,0,negative
2639,just woke up...for  once I managed to sleep in!! going out for lunch later then back to essay,1,neutral
16036,"got so totally lost that I had to pay for a taxi to get me back to where I was supposed to be. Yeah, something like that, lol.",0,negative
3550,"I'm a premium user and I've bought it for about 3 weeks now. However, I've realized lately that although the timer records the amount if time I've focused, the app doesnt record nor update my data, for example in the friends page it always says that I've focused for 0 minutes when in reality it's a couple hundred minutes already. Please try to fix this problem. Thank you!",1,neutral
10395,"@crlane I have the Kindle2. I've seen pictures of the DX, but haven't seen it in person. I love my Kindle - I'm on it everyday.",2,positive
2431,Enables you to sandwich your productivity in double slices of focus. It's definitely my go-to planner.,2,positive
21897," dbl booooooo for being sick, flippin blows! ... bahaha i kno i dont have many friends on here either. i feel so lame  haha",0,negative
11163, Good to know I`m not alone in my confusion,2,positive
11433,is frustrated by twitter...my picture will not load.,0,negative
12788, I called but you didnt answer,1,neutral
24291, are you are a RIOT!!,0,negative
20315,  sorry to hear that. Is is a 365?,0,negative
10331,Beginning JavaScript and CSS Development with jQuery #javascript #css #jquery http://bit.ly/TO3e5,1,neutral
8282,is feeling her eyes burned-fried after 10 hours attached to the screen uploading new summer clothing for my store www.Chittypulga.com,0,negative
4529,This deserves 5 stars. But I am not able to see discussions since the last one week.,1,neutral
4004,is texting,1,neutral
24645,Laying in the dark thinking of you.,1,neutral
4976,"The English used is very poor,  thus, if the developed cannot master simple rules of grammar, why should I trust them with such sensitive subject matter?  Uninstalled!",0,negative
7956,There is a subscription to the service. I wish i would have knownBEFORE I downloaded. Looks beautiful though.,0,negative
22802,", in about two hours I`m setting out on a 600-mile drive home. Mostly I`m hoping it goes quickly.",2,positive
2969, I hope so ^^ Eclipse is up and running again btw!  http://tinyurl.com/d792yd,1,neutral
6522,relaxing night at home with best people,2,positive
23823,I`m bored at work,0,negative
26084,Hey  'keep clear'   (robluketic live > http://ustre.am/2w5v),1,neutral
11541,I`m gettin ready for my trip back to MA...  I don`t wanna leave!,0,negative
6864,Do you have plan to make it available as soon for Android Wear watches? Than it probably will be 5-star app :),1,neutral
129,It's not free.,0,negative
16430,Jonas brothers concert  was greaattt,2,positive
23890,"Drat. All my land boots died at once. I think of boots like parsley- one going to seed, the other first season. What to do now?",0,negative
3333,****`m transtelecom,1,neutral
25588,"i thought ur account  was fake. but, it`s true, sorry david!",1,neutral
1453, yes yes yes lotsa fun  i cant wait. dont like make up with shaun too much in front of me tho cos ill get awkard haha,2,positive
16503,"Nearly finished Angels and Demons, awesome book, feel so lame for only reading it now",1,neutral
4812, i`m sorry your day wasn`t so good  does it make you feel better to know you`re beating oprah on ms twitterworld?,0,negative
10422,"*YAAAWN* Stayed up too late last night, still gotta work & get up super early tomorrow",1,neutral
1739, me to mi sausage,1,neutral
14163," I`m the same, don`t panic. Big topman",1,neutral
9137,"OK, it's sending hundreds of notifications with no end after an update yesterday!",1,neutral
17608,I think I`m running a fever and not feeling so well!,0,negative
3394,"Ohhh me, i am rather bored. How can a friday night be soo boring!",0,negative
15956,'It`s not **** if you scream surprise first.' - my customer just said to me. Haha.  (via )LMAO,2,positive
6974,i dont wanna do this anymore! but the couch is jus sittin in the middle of the floor. do i really HAVE to finish?,1,neutral
2112,Please make Weekly view free for every device,1,neutral
16781, I`m excited! Hust let me know when you want to go over to Lucky7 Tattoos,2,positive
1308,I`m very conflicted here.  I really like Mike but I still have feelings for Darrin.  It`s really complicated.  I don`t know what to do.,0,negative
5803,"Typical of Microsoft, they bought a really great app, Wunderlist, killed it and replaced it with an app that is nowhere near as easy to use.",0,negative
13857, my knee is hurting so bad im limping...so we get to suffer through work together,0,negative
3213,"I can't upgrade to pro version. Anytime I hit the Unlock button, the app will say ""some error happened (6). Please try again later.""",0,negative
2895,"I like it a lot, but I think it needs a way to tell what day you're in. It 
does ask if you did things yesterday, but I sometimes get reminders for 
things on the wrong days... It's still a very good resource.",1,neutral
23961,goodnight world.... goodnight eddplant.,1,neutral
23462,Time ticking by sooo sloooooooooowlyyyyyyyyyyyyy,0,negative
6136,"Does not support advanced repetition like ""every last Friday""",1,neutral
2131,Too many items,1,neutral
24097, thanku  cooking is simple but the law is- u hve to have fun while u make it,2,positive
808,Making my boyfriend look different.  He`s  cute no matter what. <3,2,positive
7247,"Its official, I`m having the worst day. I called it a mile away",0,negative
4505," awww ) where`d you get that? hugh is so thin. no traces of being wolverine yet. btw, who`s that other guy besides RDJ?",1,neutral
1687,"Literally, I am blessed to know Todoist♥️",2,positive
9419,The application is as I wanted it.,2,positive
1815," I got a headache because of all the hard work today, still not ready, with a #Heineken trying to finished up",0,negative
4158,The Premium version of the App does not sync across multiple devices. I use an android phone and a chromebook and it still does not work. Don't bother with Premium.,0,negative
9647,Have used app for about 4 months now I can't get back into it. Keeps asking to sign in or create account won't let me do either. Time to dump it!,0,negative
618,"LIKES ~Free; The possibility of arranging the tasks list in my own order with a simple clic ans scroll, and having it in that order as home screen widget; The possibility of having the events list widget just next to the tasks list widget. The events list also show the tasks and this seemingly appears like the rare feature of an events list and tasks list integrated on one screen. DISLIKES But it would be better if the tasks kept my prioritisation order even when they appear in the events list.",2,positive
24794,_bug68 Bill is super!! Thanks you!!,2,positive
1091,"Great app. Alas, I'm constantly reminded that ""Hey btw there's a paid version which has the functionality you're looking for : ) "". This is tiresome and the subscription based model just doesn't make any sense. Plus hey! Its expensive.",0,negative
6770,"Yes! Cold coffee from yesterday. No sugar, no cream !  The way I like it !",2,positive
22899,awe.. gotta go.. my mom commands me to sleep already..,0,negative
9584,really really getting excited!,2,positive
4145,"App was good in past but not anymore, it has stopped sync and many bugs creeped in due to no maintenance and update since. As per details in app Page, last update was on 28th Jun 2018, but still it is the first thing that comes in results when I search for ""Habit"" 😲 I guess Google should stop advertising an app that is not managed since years.",0,negative
11715, lol...but they aren`t here! I`ll tell them to do that Monday. lol,1,neutral
20042, it was jokes!!!  me love the mag..really!,2,positive
